-10 2 1 2 5.343296956355594e-7 3.7108115660073045e-7
-10 3 1 1 2.5610267295811235e-7 3.3157251886265104e-7
-10 3 1 2 3.156764156867295e-7 1.6668443864324763e-7
-10 3 2 2 -8.156520240944423e-7 7.416397823977282e-7
-10 4 1 1 1.0217460982060185e-7 6.965053149045128e-7
-10 4 1 2 -2.657076413238554e-7 5.218616598912863e-8
-10 4 2 2 -3.963988720961041e-7 9.54995891236915e-7
-10 5 1 1 -8.66286738149172e-18 8.530158266150954e-7
-10 5 1 2 -6.528801066725276e-7 4.479625966854242e-10
-10 5 2 2 -1.0928314513506185e-17 1.0283019802802819e-6
-10 6 1 1 -1.0217460982543199e-7 6.965053149137032e-7
-10 6 1 2 -2.6577910573539265e-7 -5.182168194228051e-8
-10 6 2 2 3.9639887208937496e-7 9.549958912466835e-7
-10 7 1 1 -2.561026729659049e-7 3.3157251886056237e-7
-10 7 1 2 3.154465033405139e-7 -1.671186459899033e-7
-10 7 2 2 8.156520240875636e-7 7.416397823932743e-7
-10 8 1 2 5.338183810402532e-7 -3.7181592327576146e-7
-9 0 1 2 8.072214291162162e-7 5.015985022926703e-7
-9 1 1 1 2.4476436458333283e-7 1.448954021900432e-7
-9 1 1 2 1.2063247646847868e-6 3.3853217160196566e-7
-9 1 2 2 -5.296510810793763e-7 3.943072025935848e-7
-9 2 1 1 5.703285243775561e-7 6.33373230193759e-7
-9 2 1 2 1.1695637837127748e-6 1.8728503138341344e-7
-9 2 2 1 4.0456715817073213e-7 2.9884048991072005e-7
-9 2 2 2 -8.99928879459436e-7 9.237256072422011e-7
-9 3 1 1 5.713516912797787e-7 1.1846393200645e-6
-9 3 1 2 4.090653193927468e-7 8.445094157733537e-8
-9 3 2 1 1.5050690650403155e-7 1.1964689503713004e-7
-9 3 2 2 -8.088740021352685e-7 1.5364765831389974e-6
-9 4 1 1 1.7073311560280396e-7 1.561274226320774e-6
-9 4 1 2 -6.783595903155624e-7 2.170996617571411e-8
-9 4 2 1 -2.783287374806286e-7 2.93654333654477e-8
-9 4 2 2 -2.552895086740835e-7 1.9524168021044213e-6
-9 5 1 1 -1.7073311561457255e-7 1.5612742263128636e-6
-9 5 1 2 -6.783885141478104e-7 -2.07801402073807e-8
-9 5 2 1 -2.782878668057843e-7 -2.974658220898365e-8
-9 5 2 2 2.552895086603343e-7 1.9524168020982786e-6
-9 6 1 1 -5.713516912686046e-7 1.1846393200581562e-6
-9 6 1 2 4.089486245137206e-7 -8.501429652675143e-8
-9 6 2 1 1.5067165928841524e-7 -1.194394878910514e-7
-9 6 2 2 8.088740021475656e-7 1.536476583134702e-6
-9 7 1 1 -5.703285243889324e-7 6.33373230173366e-7
-9 7 1 2 1.1693043471015876e-6 -1.8889370541775155e-7
-9 7 2 1 4.0497808535238853e-7 -2.982835709174832e-7
-9 7 2 2 8.999288794483329e-7 9.237256072243559e-7
-9 8 1 1 -2.447643645837333e-7 1.4489540219612802e-7
-9 8 1 2 1.2058573890406469e-6 -3.401913441305411e-7
-9 8 2 2 5.296510810787231e-7 3.943072026004408e-7
-9 9 1 2 8.06530332828803e-7 -5.027085389246827e-7
-8 -2 1 2 4.0594953123858165e-7 3.0036826418122385e-7
-8 -1 1 1 -2.44800775984779e-7 -1.447213086559994e-7
-8 -1 1 2 1.0390200178347398e-6 2.9813659149145806e-7
-8 -1 2 2 5.297574087001862e-7 -3.9431738008884176e-7
-8 0 1 1 -1.180275628163381e-10 -4.2168512742136276e-12
-8 0 1 2 1.9279796014807704e-6 2.389113360404059e-7
-8 0 2 1 8.024033428882506e-7 5.052174824893152e-7
-8 0 2 2 1.3826591961996978e-10 5.982631388338647e-11
-8 1 1 1 5.918651014050021e-7 6.360108046307126e-7
-8 1 1 2 2.578441608546144e-6 1.6878529277596645e-7
-8 1 2 1 1.0366976166944954e-6 3.0026351178952274e-7
-8 1 2 2 -7.213274008136019e-7 7.757955405573084e-7
-8 2 1 1 1.1305019855098765e-6 1.6352448092990268e-6
-8 2 1 2 2.151379458656956e-6 1.113722907090792e-7
-8 2 2 1 8.197276462582904e-7 1.3602162300189675e-7
-8 2 2 2 -1.272823805997853e-6 1.890412344157751e-6
-8 3 1 1 8.57659942435853e-7 2.5893392209456025e-6
-8 3 1 2 2.7916730443034233e-7 5.289116801345625e-8
-8 3 2 1 1.0880996715141325e-7 4.138182104487519e-8
-8 3 2 2 -9.438546486771235e-7 2.9815599774634256e-6
-8 4 1 1 5.040829012669777e-18 3.0179709163664397e-6
-8 4 1 2 -1.0513928414619065e-6 7.193385508993266e-10
-8 4 2 1 -3.8163444854751045e-7 -2.6078174263500276e-10
-8 4 2 2 6.077409110565206e-18 3.4217417836152846e-6
-8 5 1 1 -8.576599424243367e-7 2.589339220937946e-6
-8 5 1 2 2.7909484090381547e-7 -5.327867651157747e-8
-8 5 2 1 1.088673462731834e-7 -4.1230548114329425e-8
-8 5 2 2 9.438546486900539e-7 2.9815599774561285e-6
-8 6 1 1 -1.1305019855021052e-6 1.6352448093205944e-6
-8 6 1 2 2.1512234299947894e-6 -1.1433132372842623e-7
-8 6 2 1 8.199145142366593e-7 -1.3489363373093454e-7
-8 6 2 2 1.2728238060041842e-6 1.8904123441787799e-6
-8 7 1 1 -5.918651014036312e-7 6.360108046088755e-7
-8 7 1 2 2.578205920917027e-6 -1.7233165396502228e-7
-8 7 2 1 1.0371101492198365e-6 -2.988369500328117e-7
-8 7 2 2 7.213274008141273e-7 7.757955405360846e-7
-8 8 1 1 1.1802755346057684e-10 -4.21683028180918e-12
-8 8 1 2 1.927648367276242e-6 -2.415632385534758e-7
-8 8 2 1 8.030978872440467e-7 -5.041131144702862e-7
-8 8 2 2 -1.3826592814835761e-10 5.98263349735448e-11
-8 9 1 1 2.4480077600516317e-7 -1.4472130862511457e-7
-8 9 1 2 1.0386084310047329e-6 -2.9956578712018857e-7
-8 9 2 2 -5.297574086826865e-7 -3.9431738005938413e-7
-8 10 1 2 4.0553573831481617e-7 -3.0092651865942166e-7
-7 -3 1 1 -2.5578799929925837e-7 -3.3134798735205613e-7
-7 -3 1 2 1.5479378262314073e-7 1.2379037069877856e-7
-7 -3 2 2 8.154724734559388e-7 -7.415299434003977e-7
-7 -2 1 1 -5.706789951060626e-7 -6.333281738884389e-7
-7 -2 1 2 8.235317015417786e-7 1.3927161089379183e-7
-7 -2 2 1 5.316364629165462e-7 3.7221550642183706e-7
-7 -2 2 2 9.003545803869532e-7 -9.235024611292894e-7
-7 -1 1 1 -5.925170290397668e-7 -6.360714958788883e-7
-7 -1 1 2 2.153561413425132e-6 1.3877343629098603e-7
-7 -1 2 1 1.2021073881333147e-6 3.4181229327232397e-7
-7 -1 2 2 7.22013370194567e-7 -7.75598830338155e-7
-7 0 1 1 -3.4663570643905387e-10 -4.2479722534864587e-11
-7 0 1 2 3.968369529301345e-6 1.2197857212219916e-7
-7 0 2 1 1.9238278115124527e-6 2.4572295451737056e-7
-7 0 2 2 3.540567562767485e-10 2.8619693273981852e-11
-7 1 1 1 1.2281574938513365e-6 1.4899502800502358e-6
-7 1 1 2 5.106033070899702e-6 1.0179036105713121e-7
-7 1 2 1 2.1487664968422846e-6 1.4033832159667674e-7
-7 1 2 2 -1.283900782398866e-6 1.6147331441822856e-6
-7 2 1 1 2.008952293513461e-6 3.5170468905486974e-6
-7 2 1 2 3.5017500807192464e-6 7.500767845559597e-8
-7 2 2 1 1.3728703609987847e-6 5.732749537764272e-8
-7 2 2 2 -2.0642294141802688e-6 3.810783605784331e-6
-7 3 1 1 9.594764082074628e-7 5.116374819043742e-6
-7 3 1 2 -2.751387593671794e-7 2.777075194748473e-8
-7 3 2 1 5.4773261670531256e-8 1.6355175925651732e-8
-7 3 2 2 -9.814221848544996e-7 5.481863406889544e-6
-7 4 1 1 -9.594764082290776e-7 5.116374819061888e-6
-7 4 1 2 -2.7517541875158844e-7 -2.7404754652290074e-8
-7 4 2 1 5.479614210261704e-8 -1.6274718551319208e-8
-7 4 2 2 9.814221848321834e-7 5.481863406904821e-6
-7 5 1 1 -2.008952293523905e-6 3.517046890567561e-6
-7 5 1 2 3.501643143614652e-6 -7.98249956486248e-8
-7 5 2 1 1.3729486683650445e-6 -5.543796383559122e-8
-7 5 2 2 2.0642294141693e-6 3.8107836058007707e-6
-7 6 1 1 -1.2281574938215964e-6 1.4899502800474383e-6
-7 6 1 2 5.105886156550586e-6 -1.0881188126656077e-7
-7 6 2 1 2.148958261335112e-6 -1.3738232796500156e-7
-7 6 2 2 1.283900782429484e-6 1.6147331441794333e-6
-7 7 1 1 3.4663572187739007e-10 -4.247969644290351e-11
-7 7 1 2 3.9681966560655164e-6 -1.2743653389214222e-7
-7 7 2 1 1.924164744736015e-6 -2.430763065673832e-7
-7 7 2 2 -3.5405673649106274e-10 2.8619718063059858e-11
-7 8 1 1 5.925170290463949e-7 -6.360714958993935e-7
-7 8 1 2 2.1533677118660364e-6 -1.417357672656271e-7
-7 8 2 1 1.2025770045638857e-6 -3.401582816813404e-7
-7 8 2 2 -7.220133701877565e-7 -7.75598830361154e-7
-7 9 1 1 5.706789951054762e-7 -6.333281738943467e-7
-7 9 1 2 8.233388076531554e-7 -1.4040458207022015e-7
-7 9 2 1 5.3214834080572e-7 -3.7148374681865345e-7
-7 9 2 2 -9.003545803921972e-7 -9.2350246113384e-7
-7 10 1 1 2.5578799930791356e-7 -3.313479873426436e-7
-7 10 1 2 1.5462306326459042e-7 -1.2400344147232917e-7
-7 10 2 2 -8.154724734467016e-7 -7.415299433886885e-7
-6 -4 1 1 -1.016420322562935e-7 -6.963971485086855e-7
-6 -4 1 2 -2.7329319808073795e-7 2.3983601424530114e-8
-6 -4 2 2 3.959784349106124e-7 -9.546962839083978e-7
-6 -3 1 1 -5.708774677796416e-7 -1.1847160466299418e-6
-6 -3 1 2 1.2080795240596126e-7 4.143680130212357e-8
-6 -3 2 1 3.1390299897757364e-7 1.6726167350861116e-7
-6 -3 2 2 8.084713494795336e-7 -1.5359909296079333e-6
-6 -2 1 1 -1.130540774500432e-6 -1.6352134395506845e-6
-6 -2 1 2 1.3849578948110152e-6 6.155018885648648e-8
-6 -2 2 1 1.1651569908014625e-6 1.8972888368730267e-7
-6 -2 2 2 1.2728971376189247e-6 -1.890183788214782e-6
-6 -1 1 1 -1.229085749880696e-6 -1.489977189429531e-6
-6 -1 1 2 4.052935511911139e-6 6.450355856415207e-8
-6 -1 2 1 2.5707395011408313e-6 1.7503061083406836e-7
-6 -1 2 2 1.2848393535180389e-6 -1.614799450876083e-6
-6 0 1 1 -9.348032760283637e-10 -1.0100528286943924e-10
-6 0 1 2 7.861919723541529e-6 6.129467012463464e-8
-6 0 2 1 3.96288199142022e-6 1.291394453765555e-7
-6 0 2 2 9.346762566882625e-10 -1.6988965492553093e-10
-6 1 1 1 2.497327399205833e-6 3.2545147537328038e-6
-6 1 1 2 9.746079598366804e-6 6.654144511438546e-8
-6 1 2 1 4.041908036117737e-6 6.663246431284627e-8
-6 1 2 2 -2.5191715536732154e-6 3.4070939862871285e-6
-6 2 1 1 3.215314623457888e-6 7.260925532257787e-6
-6 2 1 2 4.7893619214014696e-6 4.471484324395176e-8
-6 2 2 1 2.035615061255759e-6 2.1233888536163287e-8
-6 2 2 2 -3.2330185418215635e-6 7.590219564325412e-6
-6 3 1 1 1.2450756892825434e-17 9.259719023882015e-6
-6 3 1 2 -5.368850948155301e-7 3.5298372929470034e-10
-6 3 2 1 4.4872908247063504e-7 3.1441090016085585e-10
-6 3 2 2 1.3108096288682289e-17 9.585665825669389e-6
-6 4 1 1 -3.2153146234309477e-6 7.260925532264631e-6
-6 4 1 2 4.789297627451668e-6 -5.131135368989673e-8
-6 4 2 1 2.035643385980964e-6 -1.842862713275355e-8
-6 4 2 2 3.233018541847532e-6 7.590219564325276e-6
-6 5 1 1 -2.4973273992070413e-6 3.254514753702579e-6
-6 5 1 2 9.745974818143269e-6 -7.994009156311145e-8
-6 5 2 1 4.041997096680924e-6 -6.107287524968552e-8
-6 5 2 2 2.5191715536714362e-6 3.407093986257507e-6
-6 6 1 1 9.348032709600531e-10 -1.010052856743104e-10
-6 6 1 2 7.861825038775901e-6 -7.210547493943563e-8
-6 6 2 1 3.963057197446984e-6 -1.236888167133352e-7
-6 6 2 2 -9.346762609213357e-10 -1.6988965633440816e-10
-6 7 1 1 1.2290857499231415e-6 -1.4899771894275006e-6
-6 7 1 2 4.0528417056511815e-6 -7.007821636782844e-8
-6 7 2 1 2.5709789124976376e-6 -1.714945093442732e-7
